Unnamed: 0,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata,project
434,31169bb26fc0a39486ef6cd6a5a154d570186886,1396963968,0.0,0.0,9,3,1,1,1,0.0,false,,,,,39,51533.0,90,,1274,,,1012,,,1201,,,0.154856995619686,0.507343468178305,0.5219015717598561,12,FALSE,FALSE,0.0,0,openstack/nova
435,312a0a6fd221af052617c44a84fd8e191c64221b,1387814482,0.0,0.0,0,4,2,2,1,1.0,false,,,,,21,899218.0,58,,1579,,,1378,,,725,,,0.104837545126354,0.20259927797833896,0.27003610108303194,4,FALSE,FALSE,0.0,0,openstack/nova
436,317ad31637322397f2907e16fa576d6964990f26,1387744267,0.0,0.0,0,0,2,2,2,0.0,false,,,,,7,20089667.5,19,,9,,,9,,,9,,,0.00755857898715042,0.0952380952380952,0.0967498110355253,0,FALSE,FALSE,0.0,0,openstack/glance
437,317da07269332336d2a574f88dbdcbe8526a42d7,1391136004,0.0,0.0,0,0,1,1,1,0.0,false,,,,,16,5883627.0,26,,944,,,751,,,882,,,0.12226530047078399,0.22209914151204602,0.31597895319856,0,FALSE,FALSE,0.0,0,openstack/nova
438,31a09451394458273ae1ed9af867476da4ece9d6,1397728189,0.0,0.0,16,0,2,2,1,0.954434002924965,false,,,,,54,4144798.5,96,,5,,,5,,,5,,,0.0037998733375554103,0.0037998733375554103,0.00696643445218493,16,FALSE,FALSE,0.0,0,openstack/cinder
439,31a4ffc49cd3f11adb9e61b2ff70d7e742515e51,1394138771,0.0,0.0,13,1,2,2,1,0.591672778582327,false,,,,,18,551919.0,38,,1117,,,942,,,1098,,,0.146007705593198,0.287631194366946,0.39192241264780103,14,FALSE,FALSE,0.0,0,openstack/nova
440,31b994560332ffa22fbe45e43471db360467434c,1395777404,0.0,0.0,72,9,2,2,2,0.716962251688951,false,,,,,17,7442086.0,29,,273,,,264,,,273,,,0.290254237288136,0.484110169491525,0.6917372881355931,81,FALSE,FALSE,0.0,0,openstack/swift
441,31dac18625427b03cd808a123cc5b26c13dcaa92,1396981634,0.0,0.0,223,105,4,4,2,0.567763700420606,false,,,,,17,2126195.5,27,,555,,,471,,,550,,,0.5686274509803921,0.48813209494324106,0.823529411764706,328,FALSE,FALSE,0.0,0,openstack/swift
442,31f051a0349a40fe629a7bb5ce0ea683aa28a659,1394484178,0.0,1.0,3,3,1,1,1,0.0,false,,,,,11,586838.0,16,,631,,,487,,,280,,,0.299573560767591,0.7665245202558629,0.8368869936034119,6,FALSE,TRUE,0.0,0,openstack/neutron
443,31f4046323839d6c0aaa885fe7bd5920845eab30,1393989580,0.0,0.0,5,0,1,1,1,0.0,false,,,,,7,4259880.0,7,,696,,,597,,,224,,,0.25,0.6922222222222221,0.7977777777777779,5,FALSE,FALSE,0.0,0,openstack/neutron
444,322bed90098c59244a903158262b5d938e90c08f,1395274946,0.0,1.0,4,4,4,2,1,1.0,false,,,,,11,854137.0,17,,249,,,247,,,240,,,0.0315238718116416,0.446958796599084,0.44892086330935205,8,FALSE,TRUE,0.0,0,openstack/nova
446,3276b80ce862b6a096e874af34307a4914bfacab,1386668760,0.0,0.0,0,2,1,1,1,0.0,false,,,,,4,90312.0,6,,114,,,114,,,104,,,0.0993377483443708,0.223273415326395,0.265846736045412,2,FALSE,FALSE,0.0,0,openstack/glance
447,327d6f1f253ece8ccf5d63ea69aa421110edce6c,1381905663,0.0,0.0,0,43,1,1,1,0.0,false,,,,,80,3643.0,191,,74,,,74,,,66,,,0.0105661567576092,0.20485727803185602,0.212900173474215,43,FALSE,FALSE,0.0,0,openstack/nova
448,328beb0433c04a0888d38cbc2927248fdd963318,1396285948,0.0,1.0,19,6,2,2,1,0.634309554640566,false,,,,,202,70310.0,1028,,1,,,1,,,1,,,0.000259336099585062,0.121887966804979,0.121887966804979,25,FALSE,TRUE,0.0,0,openstack/nova
449,329b594436aad814e43740ea26841342a8772aff,1397530026,0.0,0.0,47,0,2,2,1,0.9440870182837791,false,,,,,165,34973.0,517,,27,,,27,,,21,,,0.00281618023553507,0.254992319508448,0.254992319508448,47,FALSE,FALSE,0.0,0,openstack/nova
450,32b0ea0ecdc73c866948354f75d0082770226e3e,1396903710,0.0,0.0,1,1,1,1,1,0.0,false,,,,,12,618403.0,12,,1,,,1,,,1,,,0.0018099547511312198,0.536651583710407,0.536651583710407,2,FALSE,FALSE,0.0,0,openstack/neutron
451,32b95cc1702a289987872eb1a8abbc05bcc5da21,1388804144,0.0,0.0,0,7,1,1,1,0.0,false,,,,,96,1461163.0,238,,1,,,1,,,1,,,0.000287232514720666,0.27545598161711893,0.27545598161711893,7,FALSE,FALSE,0.0,0,openstack/nova
453,32be26e35c658ba5404514adec70bcc7a42370de,1395184590,0.0,0.0,0,2,1,1,1,0.0,false,,,,,37,4252597.0,63,,971,,,460,,,911,,,0.119449901768173,0.337000654878847,0.42030124426981,2,FALSE,FALSE,0.0,0,openstack/nova
454,32d948124adeb4615ba141164a1c191eed11598d,1395695569,0.0,1.0,16,7,4,4,1,0.871038185614657,false,,,,,123,1116016.0,363,,413,,,412,,,394,,,0.0514725045608548,0.277821214490487,0.30127703935366196,23,FALSE,TRUE,0.0,0,openstack/nova
455,32da7aa3d95e5a761ea33f84268ae4a842bb55c2,1397757453,0.0,0.0,16,0,3,3,1,0.756775187271553,false,,,,,129,57263.0,363,,36,,,32,,,36,,,0.004729038854805729,0.347137014314928,0.349054192229039,16,FALSE,FALSE,0.0,0,openstack/nova
456,3305f9dd061e70736fc4b890a207ecd4d30c3544,1398209262,0.0,1.0,18,1,2,2,1,0.48546076074591293,false,,,,,83,1060192.0,207,,440,,,366,,,426,,,0.26855345911949696,0.9396226415094341,0.9654088050314459,19,FALSE,TRUE,0.0,0,openstack/cinder
457,33085d9a0243d72222cb0b519b1f6616ca1b7671,1398364172,0.0,0.0,68,7,3,2,1,0.6708019288583629,false,,,,,14,76008.0,52,,2247,,,1723,,,2147,,,0.27300457549567897,0.15073716319267902,0.372648703609558,75,FALSE,FALSE,0.0,0,openstack/nova
458,330ce897c14f66a39426e716f02a620453035c15,1395070059,0.0,0.0,242,82,3,2,1,0.95238465354001,false,,,,,42,245576.0,182,,2179,,,1710,,,2080,,,0.27302545263710304,0.28548937286801396,0.46182104434531607,324,FALSE,FALSE,0.0,0,openstack/nova
459,331d4d12a784def28341d97c071f42c7de79d76d,1379731379,0.0,0.0,0,9,1,1,1,0.0,false,,,,,34,912371.0,80,,63,,,63,,,62,,,0.010322792069474002,0.23939046370637398,0.24266754055382603,9,FALSE,FALSE,0.0,0,openstack/nova
460,332921f3c25dfd9eea0dad4fb09c78315dd8ba3f,1328887130,0.0,0.0,0,4,1,1,1,0.0,false,,,,,4,27268.0,4,,34,,,34,,,28,,,0.0358910891089109,0.6014851485148511,0.616336633663366,4,FALSE,FALSE,0.0,0,openstack/nova
461,334bc84483781acd7fc4ed6ebdd6732679e49667,1393743176,0.0,0.0,0,1,1,1,1,0.0,false,,,,,3,1817171.0,4,,15,,,15,,,14,,,0.0170068027210884,0.718820861678005,0.7233560090702951,1,FALSE,FALSE,0.0,0,openstack/neutron
462,337cecd7528956f90c91f2b03f273501e30ff02d,1395328979,0.0,0.0,1,1,1,1,1,0.0,false,,,,,4,7759606.0,3,,358,,,343,,,354,,,0.0464112955941953,0.472741534841156,0.487383971761015,2,FALSE,FALSE,0.0,0,openstack/nova
463,33b033d304985cfec6ca49015f5039a00c7ac69b,1375629480,0.0,0.0,0,13,1,1,1,0.0,false,,,,,5,2096708.0,5,,47,,,47,,,16,,,0.00308306129851288,0.39118607181719295,0.39209285455204906,13,FALSE,FALSE,0.0,0,openstack/nova
464,33fed07edeb95f77827002ef74ccb878a221cd6b,1377173745,0.0,0.0,0,63,1,1,1,0.0,false,,,,,31,54932.0,56,,1,,,1,,,1,,,0.00224719101123596,0.455056179775281,0.455056179775281,63,FALSE,FALSE,0.0,0,openstack/cinder
465,3409c0e26de8ee9a9550e00f81d995aa877df5d1,1398770901,0.0,0.0,85,83,85,3,1,0.9973361722620671,false,,,,,182,232203.482352941,612,,1316,,,805,,,1105,,,0.140070921985816,0.309777102330294,0.41274062816616,168,FALSE,FALSE,0.0,0,openstack/nova
467,34167e2bd9e8fd3315b0ed35bdb5657b49c000ad,1393768498,0.0,0.0,1,0,1,1,1,0.0,false,,,,,177,21034.0,904,,88,,,88,,,88,,,0.0118872712702017,0.17176439161212803,0.17456925337251197,1,FALSE,FALSE,0.0,0,openstack/nova
468,342b8362ee4593f23d794df4058d08baca3645d3,1317082714,0.0,0.0,4,1,2,2,2,0.7219280948873621,false,,,,,2,11544188.5,4,,9,,,9,,,4,,,0.555555555555556,0.222222222222222,0.555555555555556,5,FALSE,FALSE,0.0,0,openstack/neutron
469,3456b667c38aa1d439482b9c95838aba6d3d6c5c,1341497318,0.0,0.0,0,24,1,1,1,0.0,false,,,,,8,9567813.0,9,,53,,,53,,,15,,,0.00887409872434831,0.207986688851913,0.215196894065446,24,FALSE,FALSE,0.0,0,openstack/nova
470,345f45de3ae1d05b55002d72e348b335892fa4b7,1383997749,0.0,0.0,0,3,1,1,1,0.0,false,,,,,25,22361.0,41,,1790,,,1523,,,1693,,,0.258665445106123,0.182165216063521,0.375935257291189,3,FALSE,FALSE,0.0,0,openstack/nova
471,3538a9cd06e1e46ec5698edf4018c8d3075b619b,1393916135,0.0,0.0,7,0,2,2,1,0.8631205685666309,false,,,,,37,360643.0,59,,692,,,594,,,204,,,0.0273114841460165,0.373034905409006,0.373034905409006,7,FALSE,FALSE,0.0,0,openstack/nova
472,35749ba5b8dee86b57f90da11c9566b3a6a24174,1339624567,0.0,0.0,0,3,1,1,1,0.0,false,,,,,28,180529.0,94,,7,,,7,,,7,,,0.0047818290496114794,0.48416019127316207,0.485953377166766,3,FALSE,FALSE,0.0,0,openstack/nova
473,358b4b0e811fb25e7e648ce451c1ce68f32789b4,1391758151,0.0,0.0,0,16,1,1,1,0.0,false,,,,,9,617481.0,13,,41,,,41,,,41,,,0.0057613168724279795,0.245404663923182,0.24691358024691396,16,FALSE,FALSE,0.0,0,openstack/nova
474,3595cf750085e966cc8f9a6f3d7f12a01341a7bf,1315507768,0.0,0.0,1,1,1,1,1,0.0,false,,,,,0,0.0,0,,0,,,0,,,0,,,0.0294117647058824,0.558823529411765,0.558823529411765,2,FALSE,FALSE,0.0,0,openstack/glance
475,35a90fc13ad2dd80f5600e249c7dec77b4b2c4cc,1358007652,0.0,0.0,0,20,19,14,1,0.881945215123024,false,,,,,29,33730.2105263158,149,,13,,,13,,,13,,,0.0233333333333333,0.738333333333333,0.745,20,FALSE,FALSE,0.0,0,openstack/neutron
476,35b0e003e59232d63b8dbd0da511ee8e3877335e,1396420898,0.0,0.0,264,75,3,2,1,0.7332669038373899,false,,,,,8,267699.333333333,10,,19,,,19,,,19,,,0.0186219739292365,0.721601489757914,0.725325884543762,339,FALSE,FALSE,0.0,0,openstack/neutron
477,362e998e89a1f1d9dce3379c4610b205ebeec7c0,1394813205,0.0,1.0,105,15,2,2,1,0.881290899230693,false,,,,,37,1407731.0,87,,7,,,7,,,5,,,0.000788850907178543,0.38219826452800393,0.38219826452800393,120,FALSE,TRUE,0.0,0,openstack/nova
478,36488de1145e4ed7244d9f41c534c4fac74b0fd5,1334086458,0.0,0.0,0,19,1,1,1,0.0,false,,,,,8,7486.0,8,,254,,,254,,,40,,,0.0313695485845448,0.42999234889058896,0.446059678653405,19,FALSE,FALSE,0.0,0,openstack/nova
479,365a9908b89688fa609ba86c84941848628346d9,1394474533,0.0,0.0,5,4,2,2,1,0.5032583347756461,false,,,,,27,666567.5,38,,1005,,,766,,,4,,,0.00329815303430079,0.8687335092348291,0.8687335092348291,9,FALSE,FALSE,0.0,0,openstack/cinder
480,3666dcf76dd8cf7a22743e407343b528331130f7,1394599076,0.0,1.0,8,3,1,1,1,0.0,false,,,,,22,221033.0,32,,1,,,1,,,1,,,0.0021097046413502104,0.7774261603375531,0.7774261603375531,11,FALSE,TRUE,0.0,0,openstack/neutron
481,369050f3a3f82460825edd23079f8f35334bdf14,1323907486,0.0,0.0,0,1,1,1,1,0.0,false,,,,,19,88625.0,30,,8,,,8,,,5,,,0.016304347826087,0.581521739130435,0.581521739130435,1,FALSE,FALSE,0.0,0,openstack/nova
482,369881f0bb49d1ab63d1bfd5678c1b72a2ebe4e5,1398383509,0.0,0.0,0,3,1,1,1,0.0,false,,,,,51,128313.0,122,,797,,,664,,,238,,,0.0303646296531572,0.368949307584805,0.37936729767501004,3,FALSE,FALSE,0.0,0,openstack/nova
483,36d85f831ae8eb21383806261bfc4c3d53dd1929,1394222863,0.0,0.0,77,0,2,2,1,0.8453509366224359,false,,,,,4,396601.0,4,,1068,,,914,,,612,,,0.65843179377014,0.553168635875403,0.874328678839957,77,FALSE,FALSE,0.0,0,openstack/neutron
484,36f6da47b08680de13fffa13015a4ae2902d2e63,1320375300,0.0,0.0,26,7,2,2,1,0.9940302114769559,false,,,,,5,184792.0,6,,22,,,22,,,22,,,0.14375,0.31875,0.43125,33,FALSE,FALSE,0.0,0,openstack/nova
485,373d72e2718608b5824f1c4c8b926206dc7f6146,1398825689,0.0,0.0,4,0,1,1,1,0.0,false,,,,,76,1847689.0,178,,0,,,0,,,0,,,0.00558659217877095,0.0446927374301676,0.0446927374301676,4,FALSE,FALSE,0.0,0,openstack/neutron
486,3753622406a85daf50d2f7f1a9a21ff351560684,1397174151,0.0,0.0,25,2,3,3,1,0.520504590469824,false,,,,,13,51728.0,26,,675,,,522,,,322,,,0.285587975243148,0.44562334217506605,0.578249336870027,27,FALSE,FALSE,0.0,0,openstack/neutron
487,3758f25c3ca83d9465f7a0041f286156504c7065,1399054089,0.0,1.0,2,2,2,2,1,1.0,false,,,,,6,1527766.5,6,,0,,,0,,,0,,,0.000832639467110741,0.18151540383014197,0.18151540383014197,4,FALSE,TRUE,0.0,0,openstack/neutron
488,3760868eb0953384e67a43b084cef72c321fa051,1299888878,0.0,0.0,10,3,1,1,1,0.0,false,,,,,1,1463534.0,1,,4,,,4,,,1,,,1.0,1.0,1.0,13,FALSE,FALSE,0.0,0,openstack/neutron
489,3776bea5b105202eced43037150db9bdc50b321b,1409666947,0.0,0.0,65,19,3,3,1,0.853613251003952,false,,,,,10,10720063.3333333,18,,54,,,51,,,46,,,0.00585815779633553,0.381902031658981,0.38252523993518606,84,FALSE,FALSE,0.0,0,openstack/nova
490,379273925517e8b9bf971e018a1dc41f809c4814,1393937947,0.0,1.0,18,2,2,2,1,0.811278124459133,false,,,,,17,2790992.0,41,,0,,,0,,,0,,,0.000668449197860963,0.692513368983957,0.692513368983957,20,FALSE,TRUE,0.0,0,openstack/cinder
491,37e476ba85d9643c70199db50e7c4e31fd549152,1394813262,0.0,0.0,1,9,4,2,1,0.760964047443681,false,,,,,46,618.0,188,,2168,,,1704,,,2069,,,0.272117786249507,0.333114236887078,0.498619692388589,10,FALSE,FALSE,0.0,0,openstack/nova
492,38172d55876e78ff3c4326368de9ea9ddb99e76b,1320462713,0.0,0.0,344,111,12,3,1,0.79003289732557,false,,,,,15,168044.166666667,20,,25,,,25,,,5,,,0.0359281437125748,0.0658682634730539,0.0778443113772455,455,FALSE,FALSE,0.0,0,openstack/nova
493,381d9d461dc4c1b9215a52f1ec62adfab68ee6bf,1361051983,0.0,0.0,0,0,1,1,1,0.0,false,,,,,57,84567.0,119,,160,,,160,,,15,,,0.0041162850527399,0.26189863648057604,0.26395677900694603,0,FALSE,FALSE,0.0,0,openstack/nova
494,38474e2ae1062629cf3f478e2509f25831b8ade1,1384169623,0.0,0.0,0,1,1,1,1,0.0,false,,,,,3,439740.0,5,,58,,,51,,,2,,,0.0056710775047259,0.586011342155009,0.586011342155009,1,FALSE,FALSE,0.0,0,openstack/neutron
495,384b2842cf2c4fd841e7eebc390fcd8d9a236b75,1318693496,0.0,0.0,0,3,1,1,1,0.0,false,,,,,1,2493435.0,1,,29,,,29,,,17,,,0.202247191011236,0.595505617977528,0.6853932584269661,3,FALSE,FALSE,0.0,0,openstack/nova
496,388f2919147e9350fff75f68876693e473c9dbfe,1313088203,0.0,0.0,30,1,2,2,1,0.45868581620054,false,,,,,0,0.0,0,,6,,,6,,,5,,,0.42857142857142894,0.5,0.7142857142857142,31,FALSE,FALSE,0.0,0,openstack/glance
497,38ab25ec3b9718a4e60b325fd856b8c05a50e738,1393805962,0.0,0.0,4,1,1,1,1,0.0,false,,,,,66,297616.0,208,,529,,,503,,,523,,,0.0699506073955413,0.375383793885997,0.413963422773995,5,FALSE,FALSE,0.0,0,openstack/nova
498,38b348ee665af23a6dc324e70664948dd944763f,1395944373,0.0,0.0,45,58,2,2,1,0.646251622274129,false,,,,,202,1513.0,1026,,61,,,60,,,56,,,0.0074054826555801,0.29349097050798995,0.29453033649473803,103,FALSE,FALSE,0.0,0,openstack/nova
499,38fc557c5dad56b2993a6a9003c7ef3e3b5c1981,1394436046,0.0,0.0,2,2,1,1,1,0.0,false,,,,,10,470851.0,15,,1817,,,1519,,,925,,,0.12266525367598402,0.41926082924890706,0.46575705391442607,4,FALSE,FALSE,0.0,0,openstack/nova
500,38fdd8e6b22b45f7047cadecb3e37cf9e27178f8,1398797640,0.0,0.0,9,13,4,2,1,0.5478976275004671,false,,,,,50,438976.0,212,,1228,,,1015,,,1209,,,0.153009610520991,0.459028831562974,0.527187658067779,22,FALSE,FALSE,0.0,0,openstack/nova
501,3903090a60ecb0170c070a68e2f1df4a01b0aca1,1398799814,0.0,1.0,27,91,3,3,1,0.9291768404744409,false,,,,,21,1560163.0,26,,20,,,20,,,9,,,0.0012643823492224,0.27854343153369604,0.27866986976861796,118,FALSE,TRUE,0.0,0,openstack/nova
502,3905d66dae8c4bc08079ffd4bff67ebed8044d8f,1343767012,0.0,0.0,0,0,1,1,1,0.0,false,,,,,0,0.0,0,,288,,,288,,,256,,,0.123084291187739,0.43821839080459796,0.49425287356321795,0,FALSE,FALSE,0.0,0,openstack/nova
503,390a2d543295994fcfbe74ebd75b3bfdc4517e67,1398211139,0.0,0.0,0,18,1,1,1,0.0,false,,,,,28,4624287.0,49,,0,,,0,,,0,,,0.00012742099898063202,0.35550458715596295,0.35550458715596295,18,FALSE,FALSE,0.0,0,openstack/nova
504,390aa76f174283653f5eefe2141de555a25ad069,1380833467,0.0,0.0,0,3,1,1,1,0.0,false,,,,,1,16933.0,2,,826,,,811,,,807,,,0.13025955182976,0.289698532967919,0.37288408834434894,3,FALSE,FALSE,0.0,0,openstack/nova
505,391dd0e21122b3711b1fdd0391f8c82c99cbdccc,1314370310,0.0,0.0,143,32,10,7,1,0.765038402619407,false,,,,,8,299190.7,15,,2,,,2,,,1,,,0.0769230769230769,0.8846153846153849,0.8846153846153849,175,FALSE,FALSE,0.0,0,openstack/glance
506,39357a1c757c2bc2a37a7283fc9c53c2044f9be0,1354010791,0.0,0.0,0,2,1,1,1,0.0,false,,,,,6,1319003.0,9,,0,,,0,,,0,,,0.0016366612111293,0.11456628477905101,0.11456628477905101,2,FALSE,FALSE,0.0,0,openstack/glance
507,39450168f05e034052c8635b8cbea1734570117d,1382514033,0.0,0.0,0,2,1,1,1,0.0,false,,,,,32,1317520.0,69,,47,,,47,,,34,,,0.00545511221945137,0.346321695760599,0.349594763092269,2,FALSE,FALSE,0.0,0,openstack/nova
508,39678234ba2be9ac1f9bc142b44cbc8113817218,1397490886,0.0,0.0,10,4,1,1,1,0.0,false,,,,,22,5686507.0,38,,39,,,39,,,33,,,0.00435450819672131,0.13921618852459,0.141649590163934,14,FALSE,FALSE,0.0,0,openstack/nova
509,3981a218da0c201a89158cf9a95400e44f9c6eb2,1317057213,0.0,0.0,20,9,3,2,1,0.8464745117152449,false,,,,,4,66098.0,4,,50,,,49,,,19,,,0.588235294117647,0.264705882352941,0.7058823529411771,29,FALSE,FALSE,0.0,0,openstack/nova
510,39beff9cf239b699e0a434389618de06b883f2c2,1395211115,0.0,0.0,3,0,1,1,1,0.0,false,,,,,3,621840.0,6,,350,,,244,,,75,,,0.076,0.8,0.816,3,FALSE,FALSE,0.0,0,openstack/neutron
511,39c261e683dd8deff157462b7a320c329e3a22f5,1320268618,0.0,0.0,31,6,3,2,1,0.7049243426235859,false,,,,,2,23746.0,3,,69,,,69,,,67,,,0.444444444444444,0.17647058823529396,0.549019607843137,37,FALSE,FALSE,0.0,0,openstack/nova
512,39d8968468f3f7f38104a3fbd37aad59ed93a29f,1393731222,0.0,0.0,25,30,2,2,1,0.22536363912739502,false,,,,,28,507126.0,34,,85,,,85,,,85,,,0.0114942528735632,0.0952953755680299,0.0982357658380112,55,FALSE,FALSE,0.0,0,openstack/nova
513,39f5eab890394fce7e2efb9ffc1938d8156ed989,1396336879,0.0,0.0,371,0,2,2,2,0.9635888353196421,false,,,,,0,0.0,0,,8,,,7,,,8,,,0.00942408376963351,0.127748691099476,0.13403141361256501,371,FALSE,FALSE,0.0,0,openstack/swift
514,3a400dec961362ca5d6f4eec6fbc7cc12eb37fcf,1357783833,0.0,0.0,0,0,1,1,1,0.0,false,,,,,43,75771.0,128,,10,,,10,,,9,,,0.00286697247706422,0.330275229357798,0.330561926605505,0,FALSE,FALSE,0.0,0,openstack/nova
515,3a4153e5f256fb5c7c308815c2314d427c31864b,1391835322,0.0,0.0,0,2,1,1,1,0.0,false,,,,,46,2234026.0,103,,1144,,,943,,,1000,,,0.714489650249822,0.617416131334761,0.95289079229122,2,FALSE,FALSE,0.0,0,openstack/cinder
516,3a4eb1da2f1a159e693ea5d6503c7d50921d6a48,1318269296,0.0,0.0,2,2,1,1,1,0.0,false,,,,,1,1004.0,2,,9,,,9,,,3,,,0.36363636363636404,0.545454545454545,0.6363636363636359,4,FALSE,FALSE,0.0,0,openstack/nova
517,3a81aa9fe2fd97563627a606f7eb95170ec005e4,1335199255,0.0,0.0,0,0,1,1,1,0.0,false,,,,,1,5432049.0,1,,581,,,580,,,142,,,0.5478927203065129,0.60536398467433,0.8314176245210729,0,FALSE,FALSE,0.0,0,openstack/glance
518,3a915546507e9a5617ada90546342a9239735ff8,1397490977,0.0,1.0,19,17,2,2,1,0.91829583405449,false,,,,,38,343809.0,84,,654,,,368,,,481,,,0.0617236521961839,0.278652836470739,0.329875784351389,36,FALSE,TRUE,0.0,0,openstack/nova
519,3acbb7cc48d9a527a27d4edaead42a1bc5b86fef,1376395909,0.0,0.0,0,0,4,4,1,0.0,false,,,,,21,5624659.5,42,,237,,,209,,,20,,,0.0252707581227437,0.358604091456077,0.3718411552346571,0,FALSE,FALSE,0.0,0,openstack/cinder
520,3ad414597043979b8d73c17c05e666cff33a9b88,1395202475,0.0,1.0,35,4,2,2,1,0.7320666900931941,false,,,,,14,540079.0,16,,860,,,724,,,325,,,0.0426869189472306,0.310331281916983,0.31910436035092304,39,FALSE,TRUE,0.0,0,openstack/nova
521,3ae9fd6632b0473f32693fbc2d3464a61a7fb6be,1373898473,0.0,0.0,0,39,1,1,1,0.0,false,,,,,29,8854.0,61,,25,,,25,,,22,,,0.0043626707132018204,0.296661608497724,0.29855842185129,39,FALSE,FALSE,0.0,0,openstack/nova
522,3b149234e725ce902728cea293e325b9eaa771b0,1314634165,0.0,0.0,1430,32,11,6,1,0.678859883481324,false,,,,,7,158002.636363636,15,,2,,,2,,,2,,,0.107142857142857,1.0,1.0,1462,FALSE,FALSE,0.0,0,openstack/glance
523,3b49adeba8d07372ca55d3c16566b1344a2481ff,1399776992,0.0,0.0,1,134,2,2,1,0.192531054818194,false,,,,,27,29853.0,53,,432,,,404,,,424,,,0.0533517449158925,0.149510419281948,0.19093648004017102,135,FALSE,FALSE,0.0,0,openstack/nova
524,3b4c276550f1a126bc985588252b944e147f2d90,1339862420,0.0,0.0,0,48,3,2,1,0.313666842850076,false,,,,,7,528278.666666667,16,,348,,,348,,,46,,,0.13946587537092003,0.6350148367952521,0.6884272997032641,48,FALSE,FALSE,0.0,0,openstack/glance
525,3b64466699652e71787611df7e50bd42735d79c9,1396358265,0.0,0.0,2,305,2,2,1,0.976722285360246,false,,,,,59,1063962.5,170,,2208,,,1714,,,2109,,,0.27324527324527303,0.133514633514634,0.35651385651385603,307,FALSE,FALSE,0.0,0,openstack/nova
526,3b75915bb399547b73a54b8377ff8a3d4a1695d6,1322548399,0.0,0.0,8,4,2,2,1,0.91829583405449,false,,,,,4,2085686.0,5,,35,,,35,,,8,,,0.0319148936170213,0.10992907801418401,0.12411347517730499,12,FALSE,FALSE,0.0,0,openstack/nova
527,3b7ac3046cfe032f6acad736aeb98052a199954b,1358781271,0.0,0.0,0,2,1,1,1,0.0,false,,,,,17,184544.0,65,,1,,,1,,,1,,,0.0031446540880503103,0.775157232704403,0.775157232704403,2,FALSE,FALSE,0.0,0,openstack/neutron
529,3bdd9b8edf2f39e7b75d43bbb46f58fd8b80f3ac,1397247356,0.0,0.0,25,25,2,2,1,0.795040279384522,false,,,,,212,1650.0,1190,,1198,,,993,,,1179,,,0.15145680913875,0.43627262225644997,0.49711205236811695,50,FALSE,FALSE,0.0,0,openstack/nova
530,3be1d7a75c5ec754825e99e0a8d95b4e1521ae4b,1396457613,0.0,1.0,56,7,2,2,1,0.9690632527820692,false,,,,,2,168585.0,3,,111,,,111,,,104,,,0.0971322849213691,0.505087881591119,0.54209065679926,63,FALSE,TRUE,0.0,0,openstack/neutron
531,3bfbbcacb0b07837c39b4da009fca315209a07bb,1342415449,0.0,0.0,0,29,2,2,1,0.9991421039919091,false,,,,,22,2802691.5,42,,378,,,378,,,296,,,0.15781083953241198,0.345377258235919,0.44792773645058404,29,FALSE,FALSE,0.0,0,openstack/nova
532,3c6ce70a51890b1cff515d113b316bcabaa99dd2,1319061831,0.0,0.0,1,0,1,1,1,0.0,false,,,,,3,1756616.0,8,,11,,,11,,,4,,,0.384615384615385,0.6923076923076921,0.6923076923076921,1,FALSE,FALSE,0.0,0,openstack/nova
533,3c87de7c12c30d380e12b19dc0473d1e3bcfd233,1321889282,0.0,0.0,172,0,8,3,2,0.832537265484563,false,,,,,9,24382.375,9,,1,,,1,,,0,,,0.00390625,0.6171875,0.6171875,172,FALSE,FALSE,0.0,0,openstack/nova
534,3cbf7bc598d44a6326cdbd94b210385599bab9be,1394095270,0.0,0.0,1,0,1,1,1,0.0,false,,,,,4,3499066.0,5,,234,,,232,,,173,,,0.192265193370166,0.7613259668508291,0.8132596685082869,1,FALSE,FALSE,0.0,0,openstack/neutron
535,3cd46135c9926684858b08f4583844b7dbab1ba7,1314755103,0.0,0.0,16,16,4,2,1,0.9248008763572909,false,,,,,4,708648.0,5,,15,,,15,,,15,,,0.516129032258065,0.9032258064516129,0.9354838709677421,32,FALSE,FALSE,0.0,0,openstack/glance
536,3d0e0c554f22cc122c32d8dfa99509c9b432a62d,1369816709,0.0,0.0,0,18,3,2,1,0.9206198357143051,false,,,,,36,1250231.0,136,,35,,,35,,,33,,,0.0336633663366337,0.7980198019801981,0.801980198019802,18,FALSE,FALSE,0.0,0,openstack/neutron
537,3d44acf22d109925415811d0233402f8fb768d39,1395166763,0.0,0.0,0,27,2,2,1,0.8767162889994641,false,,,,,19,13532.0,25,,969,,,458,,,909,,,0.119266055045872,0.348492791612058,0.43394495412844003,27,FALSE,FALSE,0.0,0,openstack/nova
538,3d588fec424354a2f1707ce69048868900cab562,1346328951,0.0,0.0,0,1,1,1,1,0.0,false,,,,,42,621380.0,100,,0,,,0,,,0,,,0.0004212299915754,0.22746419545071603,0.22746419545071603,1,FALSE,FALSE,0.0,0,openstack/nova
