Unnamed: 0,X,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata,project
6791,6791,40f3724bec5cc9883af7597af6c33c480b7d3c97,1355756658,1,0,62,3,2,2,1,0.580195495363737,TRUE,4.0,360801.0,6.0,False,27,435000.0,40,2.0,91,876.0,934.0,91,873.0,931.0,88,779.0,837.0,0.0272755133312902,0.23904382470119506,0.256818878332823,65,TRUE,FALSE,0.0153846153846154,4,openstack/nova
6792,6792,40f46e245c2465ad1561f78ca1dcbc9272974ea7,1351271482,0,0,4,1,2,2,2,0.970950594454669,TRUE,1.0,214745.0,2.0,False,20,591625.0,38,2.0,59,174.0,193.0,59,171.0,190.0,57,169.0,188.0,0.224806201550388,0.65891472868217,0.7325581395348841,5,FALSE,FALSE,0.0,3,openstack/swift
6794,6794,40faf7f8cd80a4ef405810bb61f611656636d311,1380557399,1,0,30,11,3,2,1,0.973724427963214,TRUE,7.0,615328.0,15.0,False,9,365196.33333333296,14,3.0,6,839.0,839.0,6,788.0,788.0,6,334.0,334.0,0.0173267326732673,0.8292079207920792,0.8292079207920792,41,TRUE,FALSE,0.024390243902439,7,openstack/neutron
6795,6795,40fcb8e3aac667b294cc40bb125ec4fa545d5b91,1391943239,0,0,7,8,1,1,1,0.0,TRUE,7.0,1938724.0,26.0,False,27,1152951.0,44,6.0,393,3347.0,3546.0,376,2777.0,2961.0,386,2400.0,2595.0,0.0529991783073131,0.32881402355519,0.355519035880581,15,FALSE,FALSE,0.0,8,openstack/nova
6796,6796,40fcbcb8852cad03eec345106772292fa08b25dc,1354032934,2,0,164,4,6,5,1,0.67362172350648,TRUE,3.0,807214.0,3.0,False,120,390442.83333333296,441,2.0,12,1167.0,1175.0,11,1117.0,1125.0,10,984.0,990.0,0.00356911096690461,0.31959766385464,0.32154445165477,168,TRUE,FALSE,0.0119047619047619,3,openstack/nova
6797,6797,40fd8f186a580231e51d06219b5ee2c87a2bf76e,1378504024,0,0,36,6,2,2,1,0.791858352567484,TRUE,8.0,3400364.0,24.0,False,8,171853.0,13,2.0,23,433.0,447.0,20,430.0,441.0,12,411.0,414.0,0.0134158926728586,0.425180598555212,0.42827657378741,42,FALSE,FALSE,0.0,7,openstack/cinder
6798,6798,40feb35898ed0a6d57b1f481c165e683796b045c,1362547721,0,0,83,17,12,9,1,0.8274543625039961,TRUE,5.0,584866.0,22.0,False,157,46075.0,1063,7.0,367,2099.0,2340.0,294,1891.0,2080.0,324,1854.0,2066.0,0.07965686274509799,0.4546568627450979,0.506617647058824,100,FALSE,FALSE,0.0,5,openstack/nova
6805,6805,4110addd4d450954aa32aa9045b99de8205543d0,1327278550,0,0,11,15,1,1,1,0.0,TRUE,3.0,164798.0,8.0,False,29,170628.0,50,2.0,1,466.0,466.0,1,465.0,465.0,1,370.0,370.0,0.00328407224958949,0.609195402298851,0.609195402298851,26,FALSE,FALSE,0.0,0,openstack/nova
6809,6809,4114b91ca0d815bdc899d6b8d1e1be1b19795d66,1381283041,1,0,53,56,22,10,1,0.849130177140425,TRUE,4.0,1467981.0,19.0,False,34,160270.045454545,77,7.0,280,1027.0,1241.0,248,952.0,1134.0,9,380.0,381.0,0.023094688221709,0.8799076212471129,0.882217090069284,109,TRUE,FALSE,0.009174311926605509,7,openstack/neutron
6812,6812,4118c54d9c81b3bfe2b475f5124f329c985d9f5f,1328723681,0,0,3,0,1,1,1,0.0,TRUE,3.0,773468.0,2.0,False,35,94627.0,64,2.0,16,403.0,414.0,15,403.0,413.0,12,391.0,398.0,0.0166453265044814,0.501920614596671,0.510883482714469,3,FALSE,FALSE,0.0,0,openstack/nova
6814,6814,411a85d0958a574ff6e3b27569b7ce248675c731,1371588206,0,0,52,2,2,2,1,0.996038361365918,TRUE,6.0,1106193.0,14.0,False,38,4842.0,77,5.0,187,717.0,745.0,185,697.0,723.0,163,588.0,607.0,0.26324237560192604,0.945425361155698,0.975922953451043,54,FALSE,FALSE,0.0,6,openstack/cinder
6821,6821,4123c0cb9259f98273c20ff16d9115dfe9ecdbda,1352129269,0,0,3,3,1,1,1,0.0,TRUE,1.0,-20993523.0,2.0,False,4,372125.0,8,2.0,82,326.0,387.0,81,326.0,386.0,21,297.0,298.0,0.0522565320665083,0.7078384798099759,0.71021377672209,6,FALSE,FALSE,0.0,3,openstack/neutron
6822,6822,412a5c8b03523bf35eaa07d4616f1b823273ea80,1356333364,1,0,12,10,1,1,1,0.0,TRUE,3.0,-15562488.0,4.0,False,16,3643.0,46,2.0,137,434.0,508.0,136,434.0,507.0,68,399.0,407.0,0.127306273062731,0.7380073800738008,0.752767527675277,22,TRUE,FALSE,0.0454545454545455,4,openstack/neutron
6823,6823,412b9e15cb28336635c69ebc9e4b381bfa16f9b0,1363313427,0,0,10,1,0,1,1,0.0,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,11,FALSE,FALSE,0.0,5,openstack/nova
6826,6826,413173088c45340e0ecc89711726d08fceab0d53,1329506917,0,0,2,0,1,1,1,0.0,TRUE,1.0,58224.0,3.0,False,2,4848263.0,3,3.0,0,54.0,54.0,0,54.0,54.0,0,48.0,48.0,0.0204081632653061,1.0,1.0,2,FALSE,FALSE,0.0,0,openstack/swift
6829,6829,414757d8c336ef791f9654a425693918e1ecd792,1348232307,0,0,85,105,2,2,1,0.8937800656269759,TRUE,3.0,15572.0,5.0,False,4,872846.0,6,2.0,9,1315.0,1316.0,9,1314.0,1315.0,7,155.0,155.0,0.0496894409937888,0.968944099378882,0.968944099378882,190,FALSE,FALSE,0.0,3,openstack/cinder
6831,6831,414e1457632b5eea82274ad8694d2b324d4e200e,1370382196,0,0,13,2,2,2,1,0.996791631981637,TRUE,4.0,89334.0,11.0,False,1,104535.0,2,3.0,492,1310.0,1310.0,492,1127.0,1127.0,473,1261.0,1261.0,0.100084459459459,0.26646959459459496,0.26646959459459496,15,FALSE,FALSE,0.0,6,openstack/nova
6832,6832,4150aecfcb1ae2314638301e2db6e808071dc148,1332330861,0,0,48,2,2,2,1,0.904381457724494,TRUE,2.0,597609.0,3.0,False,10,1753446.0,15,2.0,573,241.0,666.0,572,241.0,665.0,146,191.0,213.0,0.65625,0.857142857142857,0.955357142857143,50,FALSE,FALSE,0.0,1,openstack/glance
6835,6835,415b51bf7170539751993133c087c31cea4150b7,1361903436,0,0,20,7,6,7,1,0.8003659624050841,TRUE,1.0,52755.0,2.0,False,38,9724.28571428571,108,2.0,33,966.0,982.0,33,955.0,971.0,32,932.0,948.0,0.00824793801549613,0.23319170207448106,0.237190702324419,27,FALSE,FALSE,0.0,4,openstack/nova
6836,6836,4160f2428d18ffe012b3fa7a33b871f053933777,1360597750,0,0,129,0,0,1,1,0.0,TRUE,8.0,-12354539.0,11.0,False,0,0.0,0,2.0,3,446.0,447.0,3,434.0,435.0,3,408.0,409.0,0.005649717514124289,0.577683615819209,0.5790960451977399,129,FALSE,FALSE,0.0,4,openstack/neutron
6843,6843,417dd1727ba38966f53e83c69583650f2cf190fc,1377087294,0,0,30,24,3,3,1,0.916353663682546,TRUE,6.0,618214.0,15.0,False,7,1427239.33333333,26,2.0,424,679.0,931.0,371,647.0,852.0,74,181.0,195.0,0.342465753424658,0.831050228310502,0.894977168949772,54,FALSE,FALSE,0.0,6,openstack/neutron
6845,6845,41808571f148c6d3720bcf09d997fe932d259f6c,1348095142,0,0,2,1,1,1,1,0.0,TRUE,1.0,141672.0,2.0,False,19,176350.0,40,2.0,213,1013.0,1147.0,213,1011.0,1145.0,187,963.0,1073.0,0.07349491790461299,0.376856919468335,0.4198592650508211,3,FALSE,FALSE,0.0,3,openstack/nova
6848,6848,41848d419cc87f3344c2d071e42561bb52c0c577,1358521935,0,0,12,3,2,2,1,0.566509506552905,TRUE,1.0,439264.0,3.0,False,17,841612.0,28,3.0,32,1536.0,1554.0,32,1395.0,1413.0,28,1329.0,1343.0,0.008017694221730721,0.36770804534144297,0.37157865634503706,15,FALSE,FALSE,0.0,4,openstack/nova
6849,6849,4184d30458a2eae46c2ec4db6fca26e57a8a2353,1368411969,0,0,26,18,5,2,1,0.8831937003856329,TRUE,2.0,-4695502.0,3.0,False,43,49837.0,181,2.0,82,773.0,781.0,82,767.0,775.0,81,691.0,699.0,0.0851505711318795,0.71858774662513,0.726895119418484,44,FALSE,FALSE,0.0,5,openstack/neutron
6856,6856,419cea96bb865ab225cd825e4c80efda99b33608,1382000431,0,0,27,9,0,1,1,0.0,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,36,FALSE,FALSE,0.0,7,openstack/glance
6858,6858,41a720ae55ac817e51d9a09394a30c68bc9abd25,1392300289,0,0,2,0,1,1,1,0.0,TRUE,6.0,590363.0,12.0,False,80,283630.0,153,3.0,1753,1644.0,3166.0,1487,1125.0,2399.0,868,1431.0,2095.0,0.118150917743032,0.19469748470428305,0.284976206662135,2,FALSE,FALSE,0.0,8,openstack/nova
6860,6860,41aa9a8f5673a79a0f72027a763aefe9bad54b28,1381319306,0,0,98,17,2,2,1,0.786255746609629,TRUE,5.0,5363327.0,16.0,False,12,88105.0,17,2.0,50,1840.0,1860.0,49,1625.0,1645.0,48,1747.0,1766.0,0.00783623860546937,0.279545818007356,0.28258435950743604,115,FALSE,FALSE,0.0,7,openstack/nova
6867,6867,41b6ac4b1b02ce5390f0eac72771f3333a0c5dff,1360249522,0,0,43,19,3,3,1,0.593006152589676,TRUE,3.0,-10317818.0,12.0,False,31,23226.3333333333,138,7.0,516,726.0,726.0,516,713.0,713.0,475,641.0,641.0,0.6819484240687679,0.9197707736389692,0.9197707736389692,62,FALSE,FALSE,0.0,4,openstack/neutron
6869,6869,41b95b3bdfcd7d0336329456cb335c1e048e5536,1354786270,0,0,5,4,1,1,1,0.0,TRUE,1.0,168589.0,2.0,False,1,171527.0,1,2.0,258,635.0,822.0,252,635.0,816.0,25,14.0,30.0,0.19402985074626894,0.11194029850746302,0.23134328358209,9,FALSE,FALSE,0.0,4,openstack/nova
6870,6870,41b981c98d947ada3e8c83af8392e222ce1b00cd,1327010845,0,0,34,5,2,2,1,0.858230792641141,TRUE,1.0,74558.0,3.0,False,6,2344068.5,9,3.0,5,277.0,277.0,5,277.0,277.0,5,114.0,114.0,0.0434782608695652,0.833333333333333,0.833333333333333,39,FALSE,FALSE,0.0,0,openstack/glance
6873,6873,41c164139cab619d0a3e0d97b80037f85eb541ad,1346855627,2,0,42,10,2,2,1,0.890491640219491,TRUE,5.0,161614.0,4.0,False,29,765168.0,79,2.0,164,1136.0,1217.0,164,1125.0,1206.0,110,393.0,432.0,0.22155688622754505,0.786427145708583,0.8642714570858281,52,TRUE,FALSE,0.0384615384615385,3,openstack/glance
6874,6874,41c37d3666c4d46aaf3daa9bb4236e7cdcf3af57,1352996791,0,0,7,7,3,3,1,0.8699155297736261,TRUE,3.0,498665.0,4.0,False,16,2745072.33333333,29,1.0,395,278.0,646.0,379,278.0,630.0,14,192.0,192.0,0.0681818181818182,0.8772727272727271,0.8772727272727271,14,FALSE,FALSE,0.0,3,openstack/cinder
6878,6878,41c57e267752d7cf51a5cbd6bfab7332d218382b,1332284774,0,0,23,30,1,1,1,0.0,TRUE,2.0,55404.0,4.0,False,24,695823.0,65,2.0,368,342.0,610.0,368,342.0,610.0,350,299.0,552.0,0.29670329670329704,0.25359256128486896,0.467455621301775,53,FALSE,FALSE,0.0,1,openstack/nova
6881,6881,41cc89afa8ed7dda76eed5669ae1306a131bbbfc,1372073534,0,0,8,7,3,2,1,0.8443536850036221,TRUE,2.0,774473.0,8.0,False,24,1468056.66666667,43,3.0,11,222.0,233.0,11,219.0,230.0,0,196.0,196.0,0.00119760479041916,0.23592814371257506,0.23592814371257506,15,FALSE,FALSE,0.0,6,openstack/glance
6883,6883,41cfe33471fa881cca2776464df03a1dddea3a1e,1383975388,1,0,33,26,15,13,1,0.905880035979965,TRUE,11.0,2943398.0,21.0,False,259,5779.2,1550,2.0,1788,471.0,2096.0,1522,435.0,1800.0,1691,449.0,1982.0,0.258438979685352,0.0687337711929128,0.30288681839010195,59,TRUE,FALSE,0.0169491525423729,7,openstack/nova
6887,6887,41dcab9cac2dbad330fb255babdd21925fc9b744,1327016668,0,0,4,1,1,1,1,0.0,TRUE,1.0,69951.0,6.0,False,10,70943.0,22,4.0,54,347.0,376.0,54,347.0,376.0,40,275.0,292.0,0.0703259005145798,0.473413379073756,0.502572898799314,5,FALSE,FALSE,0.0,0,openstack/nova
6888,6888,41e0b409d0aa7f7fd9db6f99bfa7e409206986f5,1358183094,0,0,1,2,1,1,1,0.0,TRUE,2.0,100757.0,5.0,False,16,53895.0,30,3.0,247,1173.0,1374.0,247,1047.0,1248.0,236,1060.0,1251.0,0.0668547249647391,0.29929478138222804,0.35317348377997204,3,FALSE,FALSE,0.0,4,openstack/nova
6890,6890,41e3a94ae18a9219ff4ab10389f3a7799c9b6493,1391795915,1,0,158,6,2,2,1,0.7592757847892829,TRUE,3.0,451054.0,7.0,False,17,993262.5,47,3.0,221,781.0,868.0,208,757.0,832.0,200,748.0,817.0,0.143674052894925,0.535382416011437,0.58470335954253,164,TRUE,FALSE,0.00609756097560976,8,openstack/cinder
6892,6892,41e56226afca47467184ab9f7820514d4860ab8f,1387972893,2,0,7,1,2,2,1,0.811278124459133,TRUE,1.0,66442.0,6.0,False,28,714783.5,54,6.0,0,543.0,543.0,0,533.0,533.0,0,192.0,192.0,0.000922509225092251,0.178044280442804,0.178044280442804,8,TRUE,FALSE,0.25,8,openstack/glance
6898,6898,41eb083d228f159e8d4e566148db5994ad49143c,1368626405,0,0,68,0,4,3,1,0.773144283315109,TRUE,13.0,2285957.0,45.0,False,152,65348.75,935,4.0,37,2037.0,2054.0,37,1621.0,1638.0,36,1808.0,1824.0,0.00814439797490645,0.398195025313669,0.401716927140656,68,FALSE,FALSE,0.0,5,openstack/nova
6899,6899,41ef13a34c4fa41052ae72cc87e552dfd8ed91ba,1357632311,0,0,3,3,2,1,1,1.0,TRUE,2.0,120695.0,8.0,False,24,1484.0,93,4.0,815,1410.0,1976.0,747,1337.0,1848.0,659,1345.0,1763.0,0.191359814438968,0.39025804581038,0.511452594955059,6,FALSE,FALSE,0.0,4,openstack/nova
6901,6901,41f6af9fff822f4e2b5a4f0cbea4429c4a68df93,1393351684,1,0,40,9,1,1,1,0.0,TRUE,5.0,115400.0,5.0,False,7,739531.0,7,2.0,247,1348.0,1399.0,215,1122.0,1171.0,231,1194.0,1239.0,0.15750169721656498,0.811269517990496,0.8418194161575021,49,TRUE,FALSE,0.0204081632653061,8,openstack/cinder
6905,6905,41fb99158daee51785e9d026ec9de5123176efe2,1376064364,1,0,64,4,2,2,1,0.522559374536941,TRUE,1.0,339903.0,2.0,False,7,367645.0,9,2.0,9,480.0,487.0,8,480.0,486.0,6,466.0,470.0,0.00125111706881144,0.083467381590706,0.0841823056300268,68,TRUE,FALSE,0.0147058823529412,6,openstack/nova
6907,6907,41fe1978abf01154b676b1979f3858972027faa4,1376402973,0,0,6,4,2,2,1,1.0,TRUE,14.0,717583.0,51.0,False,47,139.0,110,5.0,16,1669.0,1670.0,16,1524.0,1525.0,14,1591.0,1591.0,0.0026609898882384198,0.282419726805038,0.282419726805038,10,FALSE,FALSE,0.0,6,openstack/nova
6912,6912,42079acaae5144ed9bdeb01fcd4b91d81ed85bab,1376544685,0,0,2,2,1,1,1,0.0,TRUE,3.0,732468.0,9.0,False,4,666064.0,5,2.0,169,654.0,756.0,169,654.0,756.0,81,639.0,653.0,0.0144595309469229,0.112854875683301,0.115323576088873,4,FALSE,FALSE,0.0,6,openstack/nova
6913,6913,420819ca4f7ec6b22ad1dea840ddb767919a0d21,1391454380,0,0,189,151,5,4,1,0.20288062166214,TRUE,3.0,551373.0,7.0,False,67,664092.0,168,3.0,6,3296.0,3302.0,6,2280.0,2286.0,0,2920.0,2920.0,0.000138140627158447,0.4035087719298249,0.4035087719298249,340,FALSE,FALSE,0.0,8,openstack/nova
6915,6915,421e5cb2b4a3f1b5a8db58543b9cd96df62e9599,1325875249,0,0,1,1,1,1,1,0.0,TRUE,1.0,939512.0,2.0,False,7,152596.0,8,4.0,136,314.0,315.0,136,314.0,315.0,92,268.0,269.0,0.19661733615222,0.5687103594080339,0.570824524312896,2,FALSE,FALSE,0.0,0,openstack/nova
6918,6918,4227b128a42a1c5785ac13245de511fbcd358e37,1378953378,0,0,4,1,1,1,1,0.0,TRUE,2.0,15349.0,6.0,False,5,71942.0,7,3.0,28,1010.0,1029.0,27,909.0,927.0,11,865.0,867.0,0.0121580547112462,0.877406281661601,0.8794326241134749,5,FALSE,FALSE,0.0,7,openstack/cinder
6920,6920,4229bacc80418e6c68821cf0701fb6fc987175da,1341876486,0,0,5,4,1,1,1,0.0,TRUE,4.0,342716.0,8.0,False,57,20020.0,210,3.0,99,886.0,945.0,99,886.0,945.0,90,715.0,769.0,0.0495103373231774,0.38955386289445,0.418933623503808,9,FALSE,FALSE,0.0,2,openstack/nova
6921,6921,422d4bbee75c85a192f3e6edcf6bf4ae300430d9,1369300159,0,0,53,5,4,3,1,0.690826057423698,TRUE,2.0,-3555326.0,3.0,False,13,200448.25,38,3.0,333,665.0,863.0,317,599.0,786.0,310,481.0,665.0,0.311,0.482,0.6659999999999999,58,FALSE,FALSE,0.0,5,openstack/neutron
6924,6924,42325cb91aeb17215a1704a43b5e1ea4db643bdd,1363021132,1,0,20,2,1,1,1,0.0,TRUE,5.0,117849.0,8.0,False,18,348167.0,49,4.0,25,1279.0,1285.0,21,1007.0,1011.0,25,582.0,588.0,0.0355191256830601,0.7964480874316942,0.804644808743169,22,TRUE,FALSE,0.0454545454545455,5,openstack/glance
6925,6925,4233e16ba2f5bb85e93494b6eeb9ffff31dbdf30,1378639764,0,0,12,5,4,4,1,0.82893821742498,TRUE,7.0,6211640.0,25.0,False,147,169337.0,630,11.0,1238,3448.0,3492.0,1138,3119.0,3157.0,442,2346.0,2390.0,0.0742914640281737,0.3935938286097601,0.400972664766057,17,FALSE,FALSE,0.0,7,openstack/nova
6926,6926,4236e6379b266d9d20f516839142b3db20d5ef7b,1352790608,0,0,2,0,1,1,1,0.0,TRUE,1.0,37863.0,3.0,False,20,15882.0,43,2.0,59,212.0,268.0,58,205.0,261.0,3,135.0,135.0,0.0229885057471264,0.781609195402299,0.781609195402299,2,FALSE,FALSE,0.0,3,openstack/swift
6928,6928,4238100e528cfe137a018ad00d54e043f5f87794,1364465680,0,0,29,0,1,1,1,0.0,TRUE,3.0,379762.0,3.0,False,4,2923293.0,4,2.0,13,1830.0,1842.0,13,1481.0,1493.0,1,1625.0,1625.0,0.00046981442330279504,0.3819591261451729,0.3819591261451729,29,FALSE,FALSE,0.0,5,openstack/nova
6930,6930,423dbafd08ac3bb970bcb842fa6e7812d42ceb4e,1347563169,0,0,6,5,2,2,1,0.684038435639042,TRUE,2.0,330727.0,3.0,False,73,96356.0,364,2.0,22,1377.0,1383.0,22,1376.0,1382.0,21,1281.0,1286.0,0.00878945265681183,0.5121853775469439,0.514182980423492,11,FALSE,FALSE,0.0,3,openstack/nova
6931,6931,423f344c59da1eecd7ab8bbb905abc1ff5948b14,1391959332,0,1,55,47,2,2,1,0.9863676072907092,TRUE,4.0,128227.0,6.0,False,6,1169044.0,7,3.0,7,3829.0,3830.0,7,2503.0,2504.0,7,3524.0,3525.0,0.0010949904188338401,0.482480153298659,0.4826170271010129,102,FALSE,TRUE,0.0,8,openstack/nova
6932,6932,424058fd2c50bbdac5e445e66ab795281640cff3,1372945631,0,0,1,1,1,1,1,0.0,TRUE,1.0,18302.0,2.0,False,9,1124664.0,18,2.0,10,729.0,739.0,9,705.0,715.0,0,600.0,600.0,0.00149700598802395,0.8997005988023951,0.8997005988023951,2,FALSE,FALSE,0.0,6,openstack/cinder
6936,6936,424de7eea2588a3f4143e5874aac01d0dd1917e6,1329340626,0,0,94,25,9,7,1,0.91640367097779,TRUE,2.0,517005.0,4.0,False,57,83304.55555555559,210,2.0,16,564.0,566.0,16,564.0,566.0,16,488.0,490.0,0.0195402298850575,0.562068965517241,0.564367816091954,119,FALSE,FALSE,0.0,0,openstack/nova
6937,6937,424f32f04d9c6c97f684782b35e1c25fbf83ce05,1328108486,0,0,569,95,13,7,1,0.8089033327953591,TRUE,13.0,1582875.0,13.0,False,59,138332.785714286,249,2.0,10,583.0,588.0,10,582.0,587.0,10,447.0,452.0,0.015850144092219,0.645533141210375,0.652737752161383,664,FALSE,FALSE,0.0,0,openstack/nova
6938,6938,4251bba3bd456f7ba1c7481bb84d839a5fafc757,1368609806,0,0,24,21,4,4,1,0.8601155820517079,TRUE,3.0,2975355.0,12.0,False,83,126352.5,249,6.0,706,2331.0,2331.0,545,2089.0,2089.0,683,1924.0,1924.0,0.150660792951542,0.424008810572687,0.424008810572687,45,FALSE,FALSE,0.0,5,openstack/nova
6939,6939,4252204ac50e3187c885da0a8db0f27377ad71ce,1377205924,0,0,56,7,3,2,1,0.859172827726129,TRUE,11.0,1212175.0,8.0,False,63,139.0,258,2.0,19,571.0,571.0,19,565.0,565.0,17,555.0,555.0,0.0031045187995860602,0.0958951362538806,0.0958951362538806,63,FALSE,FALSE,0.0,6,openstack/nova
6940,6940,4252b3a322daa2cdb02b86dd977e6d8121891dda,1376961256,0,0,1,246,2,2,1,0.831474388009729,TRUE,4.0,1080452.0,4.0,False,6,1014061.5,11,2.0,28,1416.0,1424.0,28,1290.0,1298.0,28,1368.0,1376.0,0.0050496256312032,0.238377154797144,0.239770154971269,247,FALSE,FALSE,0.0,6,openstack/nova
6942,6942,4255bbfb2ee80abdca9c9858a7076bf4b52180be,1332948819,0,0,495,78,4,7,1,0.883764216223393,TRUE,4.0,17113.0,7.0,False,16,14902.8125,72,2.0,556,619.0,975.0,555,619.0,974.0,127,216.0,233.0,0.540084388185654,0.915611814345992,0.987341772151899,573,FALSE,FALSE,0.0,1,openstack/glance
6943,6943,4256e985c7aa69835b8133715114716ebc7417bd,1354028386,0,0,13,5,1,1,1,0.0,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,18,FALSE,FALSE,0.0,3,unkowncommit
6944,6944,425705690e6b0454943b3ff37e156a99cc176856,1325628753,0,0,26,1,2,2,2,0.991076059838222,TRUE,1.0,67959.0,2.0,False,0,0.0,0,2.0,22,25.0,30.0,22,25.0,30.0,21,24.0,29.0,0.733333333333333,0.833333333333333,1.0,27,FALSE,FALSE,0.0,0,openstack/swift
6945,6945,42585a3b2559329f0e563bcd04ff6c8c19115439,1332798617,0,0,15,2,2,2,1,0.936667381877563,TRUE,1.0,137845.0,2.0,False,12,945564.0,18,3.0,484,874.0,878.0,484,873.0,877.0,475,719.0,723.0,0.3892068683565,0.588716271463614,0.5919869174161899,17,FALSE,FALSE,0.0,1,openstack/nova
6946,6946,425b100a380c3d329cc3f063ab7e1705680af030,1384174529,0,0,20,20,2,1,1,0.7219280948873621,TRUE,1.0,55762.0,4.0,False,28,4204688.0,52,2.0,1441,3324.0,4475.0,1282,2597.0,3595.0,605,3039.0,3369.0,0.0923639689071788,0.463344002438653,0.513641213229691,40,FALSE,FALSE,0.0,7,openstack/nova
6949,6949,42683e17842fca91e8b6aecde08b726a3b24cda8,1389931122,0,0,24,0,24,21,1,1.0,TRUE,3.0,5524562.0,26.0,False,41,2654621.875,82,7.0,11,1429.0,1440.0,11,1292.0,1303.0,0,608.0,608.0,0.00140646976090014,0.8565400843881859,0.8565400843881859,24,FALSE,FALSE,0.0,8,openstack/neutron
6951,6951,4270a5ca49f014b735c2579845bbf93499135412,1343766650,2,0,4,2,3,3,1,1.0,TRUE,1.0,1433.0,2.0,False,20,122887.0,41,2.0,144,402.0,541.0,144,402.0,541.0,35,356.0,390.0,0.0172496406324868,0.171058936272161,0.187350263536176,6,TRUE,FALSE,0.33333333333333304,2,openstack/nova
6952,6952,427146437570e96d0e64b691150c8d1a3b1ebd87,1369866932,0,0,1,2,1,1,1,0.0,TRUE,2.0,19983.0,6.0,False,32,181836.0,64,4.0,2,199.0,200.0,2,199.0,200.0,1,183.0,183.0,0.0035714285714285704,0.32857142857142896,0.32857142857142896,3,FALSE,FALSE,0.0,5,openstack/cinder
6953,6953,42749024b61901b4ab16cc43a4c3aa7d91b71335,1363809204,0,0,32,5,1,1,1,0.0,TRUE,3.0,1370298.0,4.0,False,33,6019.0,135,2.0,71,1508.0,1563.0,71,1280.0,1335.0,67,1316.0,1367.0,0.0161481833293754,0.31275231536452097,0.324863452861553,37,FALSE,FALSE,0.0,5,openstack/nova
6954,6954,42749b7aff0863b807cf2041dbca2b415f7bb72e,1376594391,1,0,9,0,2,2,1,0.7642045065086199,TRUE,1.0,100858.0,3.0,False,93,31327.0,251,3.0,395,2419.0,2636.0,395,2036.0,2253.0,383,2201.0,2408.0,0.0676056338028169,0.3876760563380279,0.4241197183098591,9,TRUE,FALSE,0.111111111111111,6,openstack/nova
6955,6955,4275a23af9950ba607d703243e3c6a1592286e93,1359467887,0,0,133,136,0,4,2,0.817024696774265,TRUE,5.0,535732.0,7.0,False,3,3152719.14285714,3,1.0,131,372.0,493.0,122,372.0,484.0,6,276.0,276.0,0.0227272727272727,0.8993506493506491,0.8993506493506491,269,FALSE,FALSE,0.0,4,openstack/cinder
6958,6958,4289b6459707b656e61ff06669a3ed4baf2433e0,1329320669,0,0,5,8,1,1,1,0.0,TRUE,2.0,206119.0,4.0,False,40,17821.0,74,2.0,42,456.0,479.0,42,456.0,479.0,36,378.0,395.0,0.04292343387471,0.439675174013921,0.459396751740139,13,FALSE,FALSE,0.0,0,openstack/nova
6962,6962,4298be01bf4611bbcd9de12cfe1134b9da5247a3,1361174103,0,0,2,0,0,1,1,0.0,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,2,FALSE,FALSE,0.0,4,openstack/neutron
6963,6963,42998d0a6fe1bed7876aadf604cf74f6c4eaff78,1338922560,0,0,6,4,1,1,1,0.0,TRUE,3.0,8506.0,5.0,False,63,221569.0,162,2.0,0,750.0,750.0,0,750.0,750.0,0,711.0,711.0,0.000611995104039168,0.43574051407588704,0.43574051407588704,10,FALSE,FALSE,0.0,2,openstack/nova
6964,6964,429ac4dedd617f8c1f7c88dd8ece6b7d2f2accd0,1389047248,1,1,48,15,2,2,1,0.791858352567484,TRUE,6.0,6046735.0,24.0,False,47,3644651.0,77,8.0,27,4810.0,4810.0,26,3699.0,3699.0,1,3590.0,3590.0,0.000286944045911047,0.515208034433286,0.515208034433286,63,TRUE,TRUE,0.0158730158730159,8,openstack/nova
6969,6969,42a0d3a4b0e7228a28675fc6a6315654914f8c10,1330523336,0,0,7,0,2,1,1,0.985228136034252,TRUE,4.0,29347.0,6.0,False,28,552587.5,65,2.0,4,363.0,366.0,4,363.0,366.0,4,357.0,360.0,0.00513347022587269,0.367556468172485,0.370636550308008,7,FALSE,FALSE,0.0,1,openstack/nova
6970,6970,42a4fd986ab884ba09eb1372b00475fd3bb8f4ca,1338534716,0,0,1,1,1,1,1,0.0,TRUE,2.0,300754.0,5.0,False,51,15539.0,186,2.0,7,729.0,729.0,7,729.0,729.0,7,693.0,693.0,0.0049720323182100715,0.431323803604723,0.431323803604723,2,FALSE,FALSE,0.0,2,openstack/nova
